Task,count
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ae34f2d7-3aa1-43a7-a32a-72a3d4af75eb.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.65681f49-3a3b-4b99-b269-845075a2d90f.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c5e2eca6-c6bb-4731-bf79-904b369bfa0f.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e0933311-49b5-46e3-ae1d-b1c95cee7930.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\Critical_10.0.22000.1035_c93a9cc73d191c03a8abfd7b8a50f825a9f7a3_00000000_cab_4295aee7-9b48-45fb-802a-7e2624a17baf

Analysis symbol: 
Rechecking for solution: 0
Report Id: 4295aee7-9b48-45fb-802a-7e2624a17baf
Report Status: 100
Hashed bucket: 
Cab Guid: 0",1
"Fault bucket 1718781245237419421, type 5
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ae34f2d7-3aa1-43a7-a32a-72a3d4af75eb.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.65681f49-3a3b-4b99-b269-845075a2d90f.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c5e2eca6-c6bb-4731-bf79-904b369bfa0f.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.e0933311-49b5-46e3-ae1d-b1c95cee7930.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\Critical_10.0.22000.1035_c93a9cc73d191c03a8abfd7b8a50f825a9f7a3_00000000_4295aee7-9b48-45fb-802a-7e2624a17baf

Analysis symbol: 
Rechecking for solution: 0
Report Id: 4295aee7-9b48-45fb-802a-7e2624a17baf
Report Status: 268435556
Hashed bucket: f6dd84e3da7a59de77da566fa0fadd9d
Cab Guid: 0",1
Successfully scheduled Software Protection service for re-start at 2122-10-30T14:05:42Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-30T15:57:06Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-30T15:58:32Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-30T16:06:20Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-30T16:07:01Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-30T18:46:29Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-30T18:52:35Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-30T19:57:13Z. Reason: RulesEngine.,1
"Fault bucket 2064720960830422130, type 5
Event Name: RADAR_PRE_LEAK_64
Response: Not available
Cab Id: 0

Problem signature:
P1: chrome.exe
P2: 107.0.5304.107
P3: 10.0.22000.2.0.0
P4: 
P5: 
P6: 
P7: 
P8: 
P9: 
P10: 

Attached files:
\\?\C:\Users\Sri Vatsav Redddy\AppData\Local\Temp\RDRB44D.tmp\empty.txt
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.301e7d9b-fbfb-44f6-8751-161d6bdfabf5.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b78ea489-6730-4d4d-bfce-ea12918e5e28.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.be53ad50-db0b-42c8-ae01-6bb48beece91.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b68baa79-317f-427e-b26d-82110752ef65.tmp.txt

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: f0124fad-5ca7-444f-980b-b575b53ad446
Report Status: 268435456
Hashed bucket: ba6a1b85077d5ee0fca75cc64699bc72
Cab Guid: 0",1
Successfully scheduled Software Protection service for re-start at 2122-10-31T05:28:05Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-31T05:29:17Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-31T05:33:18Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-31T05:36:57Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-31T07:15:36Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-31T07:17:26Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-31T07:18:38Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-10-31T07:21:13Z. Reason: RulesEngine.,1
Windows Installer installed the product. Product Name: Python Launcher. Product Version: 3.11.7966.0. Product Language: 1033. Manufacturer: Python Software Foundation. Installation success or error status: 0.,1
Ending a Windows Installer transaction: C:\ProgramData\Package Cache\{0E6EEAC9-4913-4C2F-B7D2-761B27C35D7C}v3.11.7966.0\launcher.msi. Client Process Id: 11860.,1
Beginning a Windows Installer transaction: C:\ProgramData\Package Cache\{0D8459AB-4636-4CD5-A41B-569D7CE159B8}v3.11.150.0\pip.msi. Client Process Id: 11860.,1
Successfully scheduled Software Protection service for re-start at 2122-11-05T12:08:08Z. Reason: RulesEngine.,1
"Video.UI (6164,P,98) {570D6A50-F815-4EC0-840F-28B2C9EB9FB2}: The database engine (10.00.22000.0000) is starting a new instance (0).",1
"Video.UI (6164,R,98) {570D6A50-F815-4EC0-840F-28B2C9EB9FB2}: The database engine is initiating recovery steps.",1
"Video.UI (6164,R,98) {570D6A50-F815-4EC0-840F-28B2C9EB9FB2}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (6164,R,98) {570D6A50-F815-4EC0-840F-28B2C9EB9FB2}: The database engine has finished replaying logfile C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\edb.log. 
 
Processing Stats: 
[1] 0.054008 -0.002650 (56) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:648960/473) +M(C:0K, Fs:3983, WS:1440K # 1372K, PF:228K # 160K, P:228K). 
Log record of type 'AttachDB ' was seen most frequently (47 times)",1
"Video.UI (6164,U,98) {570D6A50-F815-4EC0-840F-28B2C9EB9FB2}: The database engine has successfully completed recovery steps.",1
"Video.UI (6164,D,0) {570D6A50-F815-4EC0-840F-28B2C9EB9FB2}: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 00000003:0001:0000 - 00000003:00A0:03B7 - 00000003:00A1:0000 - 00000003:00A1:0000 (00000000:0000:0000)
cReInits = 47
 
 
Internal Timing Sequence: 
[1] 0.001134 +J(0) +M(C:0K, Fs:146, WS:564K # 564K, PF:2796K # 2744K, P:2796K)
[2] 0.000709 +J(0) +M(C:0K, Fs:113, WS:436K # 436K, PF:268K # 268K, P:268K)
[3] 0.000023 +J(0) +M(C:0K, Fs:4, WS:16K # 16K, PF:64K # 64K, P:64K)
[4] 0.000166 +J(0) +M(C:0K, Fs:47, WS:184K # 184K, PF:224K # 224K, P:224K)
[5] 0.003178 +J(0) +M(C:0K, Fs:59, WS:236K # 236K, PF:112K # 112K, P:112K)
[6] 0.003099 +J(0) +M(C:0K, Fs:254, WS:956K # 956K, PF:20K # 60K, P:20K)
[7] 0.010652 -0.000007 (5) WT +J(0) +M(C:0K, Fs:722, WS:2640K # 2640K, PF:2080K # 2048K, P:2080K)
[8] 0.058301 -0.002655 (60) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:648960/473) +M(C:0K, Fs:4225, WS:2324K # 2324K, PF:588K # 584K, P:588K)
[9] 0.000930 +J(0) +M(C:0K, Fs:8, WS:32K # 32K, PF:4K # 0K, P:4K)
[10] 0.001773 -0.000005 (4) WT +J(0) +M(C:0K, Fs:15, WS:-1984K # 60K, PF:-2040K # 4K, P:-2040K)
[11] 0.000027 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:3, WS:12K # 0K, PF:0K # 0K, P:0K)
[12] 0.004572 -0.004514 (1) WT +J(0) +M(C:0K, Fs:45, WS:180K # 0K, PF:44K # 0K, P:44K)
[13] 0.026872 -0.000291 (2) CM -0.017082 (24) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:828, WS:928K # 1124K, PF:308K # 360K, P:308K)
[14] 0.000030 +J(0)
[15] 0.000024 +J(0)
[16] 0.000206 -0.000001 (1) WT +J(0) +M(C:0K, Fs:3, WS:4K # 0K, PF:0K # 0K, P:0K).",1
"Video.UI (6164,D,50) {570D6A50-F815-4EC0-840F-28B2C9EB9FB2}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"Video.UI (6164,D,50) {570D6A50-F815-4EC0-840F-28B2C9EB9FB2}: The database engine attached a database (1, C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\EntClientDb.edb). (Time=0 seconds) 
 
Saved Cache: 0 0 
Additional Data: lgposAttach = 00000003:00A3:0268,
dbv = 1568.20.0 (8920) 
 
Internal Timing Sequence: 
[1] 0.000004 +J(0)
[2] 0.000641 -0.000001 (1) WT +J(0) +M(C:0K, Fs:23, WS:28K # 0K, PF:8K # 0K, P:8K)
[3] 0.003121 -0.001475 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:35, WS:132K # 0K, PF:20K # 0K, P:20K)
[4] 0.000181 +J(0)
[5] -
[6] -
[7] -
[8] -
[9] 0.018933 -0.000313 (3) CM -0.017334 (1) WT +J(CM:3, PgRf:3, Rd:14/3, Dy:0/0, Lg:0/0) +M(C:0K, Fs:78, WS:296K # 0K, PF:356K # 0K, P:356K)
[10] 0.001413 -0.001098 (4) CM +J(CM:4, PgRf:23, Rd:0/4, Dy:0/0, Lg:0/0) +M(C:0K, Fs:49, WS:188K # 0K, PF:8K # 0K, P:8K)
[11] 0.000335 -0.000011 (2) CM +J(CM:2, PgRf:40, Rd:0/2, Dy:0/0, Lg:0/0) +M(C:0K, Fs:7, WS:12K # 0K, PF:64K # 0K, P:64K)
[12] 0.000034 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[13] 0.000076 +J(CM:0, PgRf:54, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:5, WS:20K # 0K, PF:0K # 0K, P:0K)
[14] 0.000001 +J(0)
[15] 0.000001 +J(0)
[16] 0.000029 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",1
"Video.UI (6164,D,2) {570D6A50-F815-4EC0-840F-28B2C9EB9FB2}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
Successfully scheduled Software Protection service for re-start at 2122-11-05T12:01:44Z. Reason: RulesEngine.,1
Successfully scheduled Software Protection service for re-start at 2122-11-05T12:08:44Z. Reason: RulesEngine.,1
"Video.UI (1852,D,2) {037822B7-59B4-4495-B373-72F55E96C251}: The database [C:\Users\Sri Vatsav Redddy\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\LocalState\Database\anonymous\tmp.edb] format version is being held back to 8920 (0x22d8) due to application parameter setting of 0x410022D8 (8920 | JET_efvAllowHigherPersistedFormat). Current default engine version: 9400 (0x24b8).",1
"svchost (10628,P,98) DS_Token_DB: The database engine (10.00.22000.0000) is starting a new instance (0).",1
"svchost (10628,R,98) DS_Token_DB: The database engine is initiating recovery steps.",1
"svchost (10628,R,98) DS_Token_DB: The database engine has finished replaying logfile C:\WINDOWS\system32\config\systemprofile\AppData\Local\DataSharing\Storage\DSS.log. 
 
Processing Stats: 
[1] 0.030855 -0.008831 (10) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:44616/30) +M(C:0K, Fs:109, WS:160K # 160K, PF:144K # 148K, P:144K). 
Log record of type 'AttachDB ' was seen most frequently (4 times)",1
"svchost (10628,U,98) DS_Token_DB: The database engine has successfully completed recovery steps.",1
"svchost (10628,D,0) DS_Token_DB: The database engine started a new instance (0). (Time=0 seconds) 
 
Additional Data:
 lgposV2[] = 0000000F:0001:0000 - 0000000F:000B:0367 - 0000000F:000C:0000 - 0000000F:000C:0000 (00000000:0000:0000)
cReInits = 4
 
 
Internal Timing Sequence: 
[1] 0.000739 +J(0) +M(C:0K, Fs:138, WS:532K # 532K, PF:2792K # 2792K, P:2792K)
[2] 0.000415 +J(0) +M(C:8K, Fs:108, WS:424K # 424K, PF:1232K # 1232K, P:1232K)
[3] 0.000031 +J(0) +M(C:0K, Fs:18, WS:68K # 68K, PF:64K # 64K, P:64K)
[4] 0.000161 +J(0) +M(C:0K, Fs:73, WS:292K # 292K, PF:184K # 184K, P:184K)
[5] 0.001258 +J(0) +M(C:0K, Fs:96, WS:384K # 384K, PF:24K # 24K, P:24K)
[6] 0.008056 +J(0) +M(C:0K, Fs:66, WS:264K # 264K, PF:48K # 48K, P:48K)
[7] 0.003472 -0.000634 (2) WT +J(0) +M(C:0K, Fs:40, WS:160K # 160K, PF:64K # 64K, P:64K)
[8] 0.052963 -0.009564 (13) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:44616/30) +M(C:0K, Fs:144, WS:292K # 292K, PF:220K # 224K, P:220K)
[9] 0.001064 +J(0) +M(C:0K, Fs:5, WS:20K # 20K, PF:8K # 4K, P:8K)
[10] 0.001662 -0.000350 (1) WT +J(0) +M(C:0K, Fs:0, WS:-60K # 0K, PF:-60K # 0K, P:-60K)
[11] 0.000048 +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:49/1) +M(C:0K, Fs:3, WS:12K # 0K, PF:0K # 0K, P:0K)
[12] 0.001060 +J(0) +M(C:0K, Fs:16, WS:64K # 16K, PF:68K # 8K, P:68K)
[13] 0.045126 -0.000438 (2) CM -0.008658 (21) WT +J(CM:2, PgRf:2, Rd:0/2, Dy:0/0, Lg:8759/5) +M(C:0K, Fs:49, WS:76K # 140K, PF:160K # 228K, P:160K)
[14] 0.000030 +J(0)
[15] 0.000017 +J(0)
[16] 0.004841 -0.002585 (1) WT +J(0) +M(C:0K, Fs:2, WS:0K # 0K, PF:0K # 0K, P:0K).",1
"svchost (10628,D,50) DS_Token_DB: The database engine attached a database (1, C:\WINDOWS\system32\config\systemprofile\AppData\Local\DataSharing\Storage\DSTokenDB2.dat). (Time=0 seconds) 
 
Saved Cache: 1 0 
Additional Data: lgposAttach = 0000000F:000E:0268,
dbv = 1568.200.440 (9400) 
 
Internal Timing Sequence: 
[1] 0.000004 +J(0)
[2] 0.001645 -0.000403 (1) WT +J(0) +M(C:0K, Fs:17, WS:4K # 12K, PF:4K # 8K, P:4K)
[3] 0.021288 -0.005644 (9) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:255/1) +M(C:0K, Fs:29, WS:100K # 40K, PF:24K # 0K, P:24K)
[4] 0.004428 +J(0)
[5] -
[6] -
[7] -
[8] -
[9] 0.000874 -0.000568 (3) CM -0.000350 (3) WT +J(CM:3, PgRf:3, Rd:4/3, Dy:0/0, Lg:54/1) +M(C:16K, Fs:23, WS:92K # 88K, PF:228K # 188K, P:228K)
[10] 0.000491 -0.000309 (2) CM -0.000225 (2) WT +J(CM:2, PgRf:23, Rd:0/2, Dy:0/0, Lg:0/0) +M(C:-8K, Fs:15, WS:52K # 60K, PF:-4K # 4K, P:-4K)
[11] 0.003090 -0.002867 (2) CM -0.002755 (2) WT +J(CM:2, PgRf:40, Rd:0/2, Dy:0/0, Lg:0/0) +M(C:0K, Fs:2, WS:8K # 0K, PF:64K # 56K, P:64K)
[12] 0.000025 +J(CM:0, PgRf:2, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 4K, PF:0K # 0K, P:0K)
[13] 0.000056 +J(CM:0, PgRf:42, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:6, WS:24K # 24K, PF:0K # 0K, P:0K)
[14] 0.0 +J(0)
[15] 0.0 +J(0)
[16] 0.000007 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",1
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.d239d472-fa1b-4f5b-8521-94a85b6d8ef5.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.1239c24b-c463-44d7-948f-d70b3e67e426.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a7f0b31e-ec2d-406e-a8a8-44b46f3d31e1.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.f69b562f-3e8c-40b5-b422-aa70f6a64b9e.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\Critical_10.0.22000.1035_c93a9cc73d191c03a8abfd7b8a50f825a9f7a3_00000000_cab_0de1ac84-efe7-4dc7-bb3a-3d94364e3b7d

Analysis symbol: 
Rechecking for solution: 0
Report Id: 0de1ac84-efe7-4dc7-bb3a-3d94364e3b7d
Report Status: 4
Hashed bucket: 
Cab Guid: 0",1
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log

These files may be available here:


Analysis symbol: 
Rechecking for solution: 0
Report Id: 0de1ac84-efe7-4dc7-bb3a-3d94364e3b7d
Report Status: 262148
Hashed bucket: 
Cab Guid: 0",1
"Fault bucket , type 0
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.d239d472-fa1b-4f5b-8521-94a85b6d8ef5.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.1239c24b-c463-44d7-948f-d70b3e67e426.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a7f0b31e-ec2d-406e-a8a8-44b46f3d31e1.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.f69b562f-3e8c-40b5-b422-aa70f6a64b9e.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\Critical_10.0.22000.1035_c93a9cc73d191c03a8abfd7b8a50f825a9f7a3_00000000_cab_0de1ac84-efe7-4dc7-bb3a-3d94364e3b7d

Analysis symbol: 
Rechecking for solution: 0
Report Id: 0de1ac84-efe7-4dc7-bb3a-3d94364e3b7d
Report Status: 100
Hashed bucket: 
Cab Guid: 0",1
"Fault bucket 1718781245237419421, type 5
Event Name: CbsPackageServicingFailure2
Response: Not available
Cab Id: 0

Problem signature:
P1: 10.0.22000.1035
P2: Microsoft-Windows-LanguageFeatures-Basic-en-gb-Package
P3: 10.0.22000.1
P4: amd64
P5: unknown
P6: 800f0825
P7: CBS Other
P8: Absent
P9: Absent
P10: FodHelper(LanguageFeaturesOnDemand)

Attached files:
\\?\C:\Windows\Logs\CBS\CBS.log
\\?\C:\Windows\Logs\CBS\CbsPersist_20221116191118.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221109082450.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221107091256.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221025120659.cab
\\?\C:\Windows\Logs\CBS\CbsPersist_20221021042836.cab
\\?\C:\WINDOWS\servicing\Sessions\Sessions.xml
\\?\C:\WINDOWS\winsxs\poqexec.log
\\?\C:\WINDOWS\inf\setupapi.dev.log
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.d239d472-fa1b-4f5b-8521-94a85b6d8ef5.tmp.WERInternalMetadata.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.1239c24b-c463-44d7-948f-d70b3e67e426.tmp.xml
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.a7f0b31e-ec2d-406e-a8a8-44b46f3d31e1.tmp.csv
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.f69b562f-3e8c-40b5-b422-aa70f6a64b9e.tmp.txt

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportArchive\Critical_10.0.22000.1035_c93a9cc73d191c03a8abfd7b8a50f825a9f7a3_00000000_0de1ac84-efe7-4dc7-bb3a-3d94364e3b7d

Analysis symbol: 
Rechecking for solution: 0
Report Id: 0de1ac84-efe7-4dc7-bb3a-3d94364e3b7d
Report Status: 268435556
Hashed bucket: f6dd84e3da7a59de77da566fa0fadd9d
Cab Guid: 0",1
Successfully scheduled Software Protection service for re-start at 2122-11-05T12:00:21Z. Reason: RulesEngine.,1
